longitude,latitude,name,lsize_ha,province,district,commune,status,last_update
104.3371081,13.26946046,Koukthlok Leu,2086,Siem Reap,Chikraeng,Koukthlok Leu,Agreement signed,2014-02-02T17:00:00Z
103.5845036,13.82102287,Ampov Deap,1037,Siem Reap,Srey Snam,Chrouy Neang Nguon,Agreement signed,2014-02-02T17:00:00Z
104.2810376,13.20062608,Sangvaeuy,112,Siem Reap,Chikraeng,Sangvaeuy,Agreement signed,2014-02-02T17:00:00Z
103.8679329,13.58721158,Prey Preah,16,Siem Reap,Angkor Thum,Peak Snaeng,Agreement signed,2014-02-02T17:00:00Z
103.8062186,13.92208843,Varin,913,Siem Reap,Varin,Varin,Agreement signed,2014-02-02T17:00:00Z
104.5655706,13.46126777,Phum O,2367,Siem Reap,Chikraeng,Khvav,Agreement signed,2014-02-02T17:00:00Z
104.2983312,13.47918166,Boeung Mealea,1514,Siem Reap,Svay Leu,Boeung Mealea,Agreement signed,2014-02-02T17:00:00Z
103.8258759,13.57141296,Svay Chek,232,Siem Reap,Angkor Thum,Svay Chek,Agreement signed,2014-02-02T17:00:00Z
103.9661648,13.51129604,Sanday,427,Siem Reap,Banteay Srey,Khnar Sanday,Approved by MAFF,2014-02-02T17:00:00Z
103.9705992,13.50497652,Romchek,330,Siem Reap,Banteay Srey,Romchek,Agreement signed,2014-02-02T17:00:00Z
103.995046,13.35415155,Stung,10,Siem Reap,Prasat Bakong,Bakong,Agreement signed,2014-02-02T17:00:00Z
104.4605209,13.19759492,Dang Pha'av,697,Siem Reap,Chikraeng,Pongro Kroam,Agreement signed,2014-02-02T17:00:00Z
103.9993273,13.51309423,Roveang Tatom,59,Siem Reap,Banteay Srey,Romchek,Agreement signed,2014-02-02T17:00:00Z
104.1117226,13.37195625,Chub,203,Siem Reap,Sauthnikum,Chansor,Agreement signed,2014-02-02T17:00:00Z
104.1037348,13.36446888,Chbar Leu,78,Siem Reap,Sauthnikum,Chansor,Agreement signed,2014-02-02T17:00:00Z
104.0985009,13.36642133,Tnol,63,Siem Reap,Sauthnikum,Chansor,Agreement signed,2014-02-02T17:00:00Z
104.1364566,13.37606536,Kouk Taeung,271,Siem Reap,Sauthnikum,Chansor,Agreement signed,2014-02-02T17:00:00Z
104.1249314,13.37359359,Choam,225,Siem Reap,Sauthnikum,Chansor,Agreement signed,2014-02-02T17:00:00Z
104.0981903,13.37545263,Chansor Cheung,84,Siem Reap,Sauthnikum,Chansor,Agreement signed,2014-02-02T17:00:00Z
104.0975539,13.37027865,Chansor Tboung,94,Siem Reap,Sauthnikum,Chansor,Agreement signed,2014-02-02T17:00:00Z
104.1009288,13.40145652,Khnar pou,1022,Siem Reap,Sauthnikum,Khnar Pou,Agreement signed,2014-02-02T17:00:00Z
103.1573775,13.60639912,Poy Tapen,110,Banteay Meanchey,Preah Netrpreah,Preah Netrpreah,Agreement signed,2014-02-02T17:00:00Z
103.1630367,13.61904009,Phnom Chuncheang,28,Banteay Meanchey,Preah Netrpreah,Chub Veary,Agreement signed,2014-02-02T17:00:00Z
103.1602845,13.67846324,Trapeang Russei Lech,70,Banteay Meanchey,Preah Netrpreah,Chub Veary,Agreement signed,2014-02-02T17:00:00Z
102.8921531,13.80964548,Ponsay Cheung,530,Banteay Meanchey,Svay Chek,Svay Chek,Approved by MAFF,2014-02-02T17:00:00Z
103.2295024,13.88894554,Prasat Vean,360,Banteay Meanchey,Svay Chek,Pkoam,Agreement signed,2014-02-02T17:00:00Z
103.2929669,13.94231768,Kon Khleaeng,2373,Banteay Meanchey,Phnom Srok,Poy Char,Agreement signed,2014-02-02T17:00:00Z
103.1854459,13.95894703,Phnom Preah,315,Banteay Meanchey,Thmar Puok,Thmar Puok,Agreement signed,2014-02-02T17:00:00Z
103.185368,13.94523581,Phnom Preah,310,Banteay Meanchey,Thmar Puok,Thmar Puok,Agreement signed,2014-02-02T17:00:00Z
103.1659149,13.93610627,Phnom Preah,324,Banteay Meanchey,Thmar Puok,Thmar Puok,Agreement signed,2014-02-02T17:00:00Z
103.1709914,13.95416611,Phnom Preah,315,Banteay Meanchey,Thmar Puok,Thmar Puok,Agreement signed,2014-02-02T17:00:00Z
103.1893419,13.67038932,Kiri Kamnobtrorb Sinjkeut Chrorbthmei,142,Banteay Meanchey,Preah Netrpreah,Chub Veary,Agreement signed,2014-02-02T17:00:00Z
103.179795,13.67266931,Trapeang Russei Kaeut,92.995219,Banteay Meanchey,Preah Netrpreah,Chub Veary,Agreement signed,2014-02-02T17:00:00Z
106.2471827,12.59073657,Chamreun,825,Kratie,,,Approved by MAFF,2014-02-02T17:00:00Z
106.2625991,12.58262719,Thmey,981,Kratie,,,Approved by MAFF,2014-02-02T17:00:00Z
106.2269838,12.45294718,Antong Vean,691,Kratie,,,Approved by MAFF,2014-02-02T17:00:00Z
106.2796499,12.53753881,Chranaul,692,Kratie,,,Approved by MAFF,2014-02-02T17:00:00Z
