COMM_CODE,COMM_NAME,References
030802,Kaoh Soutin,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_KampongCham__01.03.2012.pdf
031618,Sralab,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_KampongCham__01.03.2012.pdf
030608,Kaoh Tontuem,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_KampongCham__01.03.2012.pdf
090702,Pralay,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_KohKong__01.03.2012.pdf
030103,Chealea,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_KampongCham__01.03.2012.pdf
031016,Kokir,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_KampongCham__01.03.2012.pdf
031413,Svay Sach Phnum,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_KampongCham__01.03.2012.pdf
031404,Kaoh  Andaet,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_KampongCham__01.03.2012.pdf
030805,Moha Khnhoung,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_KampongCham__01.03.2012.pdf
030107,Sambour,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_KampongCham__01.03.2012.pdf
040708,Tbaeng Khpos,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_KampongChhnang__01.03.2012.pdf
030801,Kampong Reab,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_KampongCham__01.03.2012.pdf
030808,Preaek Ta Nong,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_KampongCham__01.03.2012.pdf
040705,Sedthei,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_KampongChhnang__01.03.2012.pdf
031410,Preaek Rumdeng,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_KampongCham__01.03.2012.pdf
050405,Ta Sal,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_KampongSpeu__01.03.2012.pdf
031614,Moung Riev,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_KampongCham__01.03.2012.pdf
031408,Preaek Dambouk,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_KampongCham__01.03.2012.pdf
040505,Longveaek,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_KampongChhnang__01.03.2012.pdf
031107,Preah Theat,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_KampongCham__01.03.2012.pdf
030806,Peam Prathnuoh,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_KampongCham__01.03.2012.pdf
030702,Kang Ta Noeng,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_KampongCham__01.03.2012.pdf
030708,Roka Ar,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_KampongCham__01.03.2012.pdf
030404,Neang Teut,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_KampongCham__01.03.2012.pdf
030807,Pongro,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_KampongCham__01.03.2012.pdf
031204,Kandaol Chrum,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_KampongCham__01.03.2012.pdf
031013,Tramung,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_KampongCham__01.03.2012.pdf
030710,Sdau,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_KampongCham__01.03.2012.pdf
031406,Pteah Kandal,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_KampongCham__01.03.2012.pdf
080905,Kaoh Chen,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_Kandal__01.03.2012.pdf
031401,Baray,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_KampongCham__01.03.2012.pdf
030109,Tang Krang,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_KampongCham__01.03.2012.pdf
040707,Svay Chuk,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_KampongChhnang__01.03.2012.pdf
080903,Kampong Luong,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_Kandal__01.03.2012.pdf
030803,Lve,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_KampongCham__01.03.2012.pdf
031604,Chikor,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_KampongCham__01.03.2012.pdf
080707,Roka Kaong Muoy,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_Kandal__01.03.2012.pdf
031209,Veal Mlu,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_KampongCham__01.03.2012.pdf
080711,Svay Ampear,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_Kandal__01.03.2012.pdf
031008,Memot,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_KampongCham__01.03.2012.pdf
031601,Anhchaeum,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_KampongCham__01.03.2012.pdf
031207,Popel,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_KampongCham__01.03.2012.pdf
031005,Dar,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_KampongCham__01.03.2012.pdf
141207,Preaek Changkran,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_PreyVeng__01.03.2012.pdf
030804,Moha Leaph,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_KampongCham__01.03.2012.pdf
031206,Kraek,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_KampongCham__01.03.2012.pdf
040706,Svay,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_KampongChhnang__01.03.2012.pdf
040704,Peam,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_KampongChhnang__01.03.2012.pdf
141204,Pnov Ti Muoy,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_PreyVeng__01.03.2012.pdf
080708,Roka Kaong Pir,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_Kandal__01.03.2012.pdf
031003,Choam Kravien,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_KampongCham__01.03.2012.pdf
040701,Chhean Laeung,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_KampongChhnang__01.03.2012.pdf
031108,Tuol Sophi,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_KampongCham__01.03.2012.pdf
031409,Preaek Pou,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_KampongCham__01.03.2012.pdf
080317,Ta Aek,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_Kandal__01.03.2012.pdf
031405,Mean Chey,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_KampongCham__01.03.2012.pdf
141210,Rumlech,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_PreyVeng__01.03.2012.pdf
031105,Mien,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_KampongCham__01.03.2012.pdf
141203,Lve,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_PreyVeng__01.03.2012.pdf
031101,Ampil Ta Pok,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_KampongCham__01.03.2012.pdf
080704,Preaek Dambang,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_Kandal__01.03.2012.pdf
080914,Vihear Luong,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_Kandal__01.03.2012.pdf
080304,Kaoh Chouram,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_Kandal__01.03.2012.pdf
031103,Damrel,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_KampongCham__01.03.2012.pdf
031407,Pram Yam,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_KampongCham__01.03.2012.pdf
080904,Kampong Os,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_Kandal__01.03.2012.pdf
031102,Chak,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_KampongCham__01.03.2012.pdf
141202,Chrey Khmum,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_PreyVeng__01.03.2012.pdf
050511,Veang Chas,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_KampongSpeu__01.03.2012.pdf
080710,Sambuor Meas,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_Kandal__01.03.2012.pdf
031104,Kong Chey,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_KampongCham__01.03.2012.pdf
080911,Phsar Daek,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_Kandal__01.03.2012.pdf
031205,Kaong Kang,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_KampongCham__01.03.2012.pdf
080316,Svay Romiet,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_Kandal__01.03.2012.pdf
050507,Preah Srae,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_KampongSpeu__01.03.2012.pdf
141205,Pnov Ti Pir,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_PreyVeng__01.03.2012.pdf
050510,Veal  Pung,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_KampongSpeu__01.03.2012.pdf
031202,Doun Tei,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_KampongCham__01.03.2012.pdf
031412,Svay Pou,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_KampongCham__01.03.2012.pdf
031015,Treak,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_KampongCham__01.03.2012.pdf
031403,Khnar Sa,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_KampongCham__01.03.2012.pdf
080907,Ponhea Lueu,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_Kandal__01.03.2012.pdf
050807,Veal Pon,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_KampongSpeu__01.03.2012.pdf
080709,Ruessei Chrouy,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_Kandal__01.03.2012.pdf
140805,Mesa Prachan,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_PreyVeng__01.03.2012.pdf
031001,Chan Mul,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_KampongCham__01.03.2012.pdf
031203,Kak,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_KampongCham__01.03.2012.pdf
140809,Prey Sralet,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_PreyVeng__01.03.2012.pdf
141208,Prey Daeum Thnoeng,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_PreyVeng__01.03.2012.pdf
080906,Phnum Bat,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_Kandal__01.03.2012.pdf
080306,Preah Prasab,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_Kandal__01.03.2012.pdf
031414,Tong Tralach,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_KampongCham__01.03.2012.pdf
031010,Rung,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_KampongCham__01.03.2012.pdf
080913,Tumnob Thum,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_Kandal__01.03.2012.pdf
080703,Preaek Anhchanh,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_Kandal__01.03.2012.pdf
050802,Monourom,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_KampongSpeu__01.03.2012.pdf
141209,Prey Tueng,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_PreyVeng__01.03.2012.pdf
141211,Ruessei Sanh,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_PreyVeng__01.03.2012.pdf
050804,Prambei Mum,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_KampongSpeu__01.03.2012.pdf
031402,Chi Bal,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_KampongCham__01.03.2012.pdf
080310,Preaek Ta Meak,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_Kandal__01.03.2012.pdf
141201,Ampil Krau,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_PreyVeng__01.03.2012.pdf
031002,Choam,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_KampongCham__01.03.2012.pdf
031208,Trapeang Phlong,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_KampongCham__01.03.2012.pdf
080910,Preaek Ta Teaen,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_Kandal__01.03.2012.pdf
050404,Sangkae Satob,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_KampongSpeu__01.03.2012.pdf
140408,Tnaot,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_PreyVeng__01.03.2012.pdf
140802,Kanhcham,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_PreyVeng__01.03.2012.pdf
050509,Trach Tong,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_KampongSpeu__01.03.2012.pdf
090704,Ruessei Chrum,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_KohKong__01.03.2012.pdf
080312,Roka Chonlueng,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_Kandal__01.03.2012.pdf
140405,Kouk Kong Lech,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_PreyVeng__01.03.2012.pdf
140404,Kouk Kong Kaeut,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_PreyVeng__01.03.2012.pdf
050805,Rung Roeang,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_KampongSpeu__01.03.2012.pdf
080302,Chey Thum,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_Kandal__01.03.2012.pdf
080902,Chrey Loas,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_Kandal__01.03.2012.pdf
080311,Puk Ruessei,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_Kandal__01.03.2012.pdf
120713,Bak Khaeng,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_PhnomPenh__01.03.2012.pdf
050504,Khsem Khsan,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_KampongSpeu__01.03.2012.pdf
140402,Kanhchriech,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_PreyVeng__01.03.2012.pdf
141206,Pou Ti,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_PreyVeng__01.03.2012.pdf
140201,Cheach,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_PreyVeng__01.03.2012.pdf
050506,Mean Chey,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_KampongSpeu__01.03.2012.pdf
080313,Sanlung,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_Kandal__01.03.2012.pdf
140403,Kdoeang Reay,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_PreyVeng__01.03.2012.pdf
140407,Thma Pun,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_PreyVeng__01.03.2012.pdf
120806,Samraong,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_PhnomPenh__01.03.2012.pdf
050501,Chant Saen,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_KampongSpeu__01.03.2012.pdf
140811,Roka,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_PreyVeng__01.03.2012.pdf
120714,Kaoh Dach,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_PhnomPenh__01.03.2012.pdf
050512,Yutth Sameakki,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_KampongSpeu__01.03.2012.pdf
080318,Vihear Suork,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_Kandal__01.03.2012.pdf
140807,Prey Pnov,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_PreyVeng__01.03.2012.pdf
080901,Chhveang,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_Kandal__01.03.2012.pdf
140801,Kampong Popil,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_PreyVeng__01.03.2012.pdf
140401,Chong Ampil,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_PreyVeng__01.03.2012.pdf
080314,Sithor,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_Kandal__01.03.2012.pdf
140204,Krabau,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_PreyVeng__01.03.2012.pdf
120805,Preaek Pnov,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_PhnomPenh__01.03.2012.pdf
050808,Yea Angk,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_KampongSpeu__01.03.2012.pdf
140810,Reab,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_PreyVeng__01.03.2012.pdf
140406,Preal,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_PreyVeng__01.03.2012.pdf
080809,Mkak,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_Kandal__01.03.2012.pdf
090703,Chumnoab,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_KohKong__01.03.2012.pdf
120708,Preaek Lieb,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_PhnomPenh__01.03.2012.pdf
080307,Preaek Ampil,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_Kandal__01.03.2012.pdf
120804,Ponhea Pon,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_PhnomPenh__01.03.2012.pdf
080303,Kampong Chamlang,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_Kandal__01.03.2012.pdf
120709,Preaek Ta Sek,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_PhnomPenh__01.03.2012.pdf
050502,Cheung Roas,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_KampongSpeu__01.03.2012.pdf
140205,Seang Khveang,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_PreyVeng__01.03.2012.pdf
050513,Damnak Reang,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_KampongSpeu__01.03.2012.pdf
120903,Kouk Roka,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_PhnomPenh__01.03.2012.pdf
120703,Svay Pak,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_PhnomPenh__01.03.2012.pdf
090401,Smach Mean Chey,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_KohKong__01.03.2012.pdf
120925,Ponsang,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_PhnomPenh__01.03.2012.pdf
080305,Kaoh Oknha Tei,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_Kandal__01.03.2012.pdf
140208,Trabaek,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_PreyVeng__01.03.2012.pdf
141308,Prey Khla,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_PreyVeng__01.03.2012.pdf
120803,Khmuonh,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_PhnomPenh__01.03.2012.pdf
090303,Ta Tai Kraom,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_KohKong__01.03.2012.pdf
080816,Tuol Prech,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_Kandal__01.03.2012.pdf
080308,Preaek Luong,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_Kandal__01.03.2012.pdf
140203,Kranhung,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_PreyVeng__01.03.2012.pdf
140808,Prey Sniet,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_PreyVeng__01.03.2012.pdf
080602,Barong,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_Kandal__01.03.2012.pdf
090304,Trapeang Rung,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_KohKong__01.03.2012.pdf
050401,Haong Samnam,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_KampongSpeu__01.03.2012.pdf
120711,Chrang Chamreh Muoy,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_PhnomPenh__01.03.2012.pdf
050402,Reaksmei Sameakki,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_KampongSpeu__01.03.2012.pdf
050508,Prey Krasang,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_KampongSpeu__01.03.2012.pdf
120712,Chrang Chamreh Pir,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_PhnomPenh__01.03.2012.pdf
090706,Thma Doun Pov,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_KohKong__01.03.2012.pdf
050806,Toap Mean,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_KampongSpeu__01.03.2012.pdf
140803,Kampong Prang,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_PreyVeng__01.03.2012.pdf
120704,Kiloumaetr Lekh Prammuoy,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_PhnomPenh__01.03.2012.pdf
050505,Krang Chek,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_KampongSpeu__01.03.2012.pdf
050514,Peang Lvea,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_KampongSpeu__01.03.2012.pdf
080309,Preaek Ta Kov,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_Kandal__01.03.2012.pdf
050515,Phnum Touch,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_KampongSpeu__01.03.2012.pdf
090605,Dang Peaeng,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_KohKong__01.03.2012.pdf
120911,Krang Thnong,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_PhnomPenh__01.03.2012.pdf
080301,Bak Dav,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_Kandal__01.03.2012.pdf
141302,Chea Khlang,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_PreyVeng__01.03.2012.pdf
120706,Ruessei Kaev,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_PhnomPenh__01.03.2012.pdf
090402,Dang Tong,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_KohKong__01.03.2012.pdf
140804,Kampong Ruessei,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_PreyVeng__01.03.2012.pdf
090403,Stueng Veaeng,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_KohKong__01.03.2012.pdf
141310,Svay Antor,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_PreyVeng__01.03.2012.pdf
140202,Doun Koeng,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_PreyVeng__01.03.2012.pdf
120710,Chrouy Changva,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_PhnomPenh__01.03.2012.pdf
120926,Snao,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_PhnomPenh__01.03.2012.pdf
120501,Dangkao,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_PhnomPenh__01.03.2012.pdf
050714,Tumpoar Meas,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_KampongSpeu__01.03.2012.pdf
080315,Svay Chrum,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_Kandal__01.03.2012.pdf
120801,Phnom Penh Thmei,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_PhnomPenh__01.03.2012.pdf
141307,Popueus,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_PreyVeng__01.03.2012.pdf
141107,Prey Kanlaong,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_PreyVeng__01.03.2012.pdf
140206,Smaong Khang Cheung,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_PreyVeng__01.03.2012.pdf
090503,Tuol Kokir Leu,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_KohKong__01.03.2012.pdf
050503,Chumpu Proeks,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_KampongSpeu__01.03.2012.pdf
200416,Tras,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_SvayRieng__01.03.2012.pdf
200403,Andoung Trabaek,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_SvayRieng__01.03.2012.pdf
120702,Tuol Sangkae,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_PhnomPenh__01.03.2012.pdf
080613,Sarikakaev,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_Kandal__01.03.2012.pdf
080609,Preaek Kmeng,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_Kandal__01.03.2012.pdf
080814,Samraong Leu,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_Kandal__01.03.2012.pdf
141303,Chrey,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_PreyVeng__01.03.2012.pdf
120924,Ovlaok,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_PhnomPenh__01.03.2012.pdf
141104,Pou Rieng,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_PreyVeng__01.03.2012.pdf
